processid	sampleid	recordID	catalognum	fieldnum	institution_storing	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	voucher_type	tissue_type	collectors	collectiondate	lifestage	sex	reproduction	extrainfo	notes	lat	lon	coord_source	coord_accuracy	country	province	region	exactsite	
GBMA18139-19	AY736584	9785714	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA1902-09	FJ455125	1018096	FJ455125	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA28110-19	MG792275	9795780	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	2016-01-01	 	 	 	 	 	-0.628448	11.8394	Coordinates from country centroid	 	Gabon	 	 	 	
GBMA28117-19	MH588614	9795787	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	51.083	10.4262	Coordinates from country centroid	 	Germany	 	 	 	
GBMA28133-19	MH588630	9795803	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	1960-01-01	 	 	 	 	 	-13.1628	27.7552	Coordinates from country centroid	 	Zambia	 	 	 	
GBMNA13471-19	HM589215	9630564	 	HM589215	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462530	Panthera tigris amoyensis	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52824-22	MZ048972	16348392	Leopard3-B-COI-1.seq	 	Mined from GenBank, NCBI	BOLD:ADW0817	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52825-22	MZ048973	16348393	Leopard3-B-COI-2.seq	 	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52834-22	MZ049420	16348402	Leopard1-H-COI-3.seq	 	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52844-22	MZ099217	16348412	 	MZ099217	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE53835-22	MZ099337	16349403	 	MZ099337	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMTG1229-16	NC_010638	6959602	 	NC_010638	Mined from GenBank, NCBI	BOLD:AAF4940	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GENG105-12	BIOMTWL-BLE-043	2708205	00-01BC-96B8	00-01BC-96B8	Gujarat State Biotechnology Mission	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	483217	Panthera leo persica	Snehal Bagatharia	 	 	Bagatharia,S.B., Joshi,M.N., Pandya,R.V., Sharma,A.C., Patel,R.P., Jasmani,F.P., Panchal,O.V., Desai,S.M. and Saxena,A.K.	2011-10-19	A	 	S	 	 	20.929	71.4116	 	 	India	Gujarat	Saurashtra	Shakkarbagh zoo	
ZSILG635-22	ZSILG_ZS-3396	15231404	ZS-3396	ZSILG_ZS-3396	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG643-22	ZSILG_ZS-1941	15231413	ZS-1941	ZSILG_ZS-1941	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG646-22	ZSILG_ZS-3229	15231416	ZS-3229	ZSILG_ZS-3229	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG647-22	ZSILG_ZS-1089	15231417	ZS-1089	ZSILG_ZS-1089	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
CAR216-11	bPon103	1911458	 	jaguar2	Parque Zoologico Sapucaia do Sul	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	263143	Panthera onca	 	 	Raquel Von Hohendorff	 	 	 	 	A	 	 	probably from Brazil	Faecal sample from Zoo animal	-11.5246	-54.3552	Coordinates from country centroid	 	Brazil	 	 	 	
CBPPA012-17	CB_127	8527175	CB_127	CB_127	American Museum of Natural History	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	Feces	 	 	 	F	 	 	 	12.6992	105.04	Coordinates from country centroid	 	Cambodia	 	 	 	
CYTC919-12	JF357974	2475224	 	JF357974	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	Panthera tigris altaica	haplogroup:|haplotype:|isolate:ALTAICA1|subspecies:amoyensis|Note:|	 	 	 	 	 	 	 	 	
GBCHO2915-23	XR_008422007	19913745	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBCHO2927-23	XR_008422793	19913757	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBGC15942-19	MH124085	10866206	STP176652	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBGC15947-19	MH124090	10866211	STP176694_1	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBGC15956-19	MH124099	10866220	STP177006	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBGC15965-19	MH124108	10866229	STP315740_1	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA16183-17	KJ862201	8457357	S55	KJ862201	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA18135-19	KF385971	9785710	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	13.6622	101.087	Coordinates from country centroid	 	Thailand	 	 	 	
GBMA18162-19	AY736607	9785737	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA1900-09	FJ461529	1017424	FJ461529	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA1917-09	FJ422145	1020263	FJ422145	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA19950-19	KX012651	9787620	 	 	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	2014-10-17	 	 	 	 	 	-28.5536	24.7525	Coordinates from country centroid	 	South Africa	 	 	 	
GBMA19956-19	KJ862202	9787626	 	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA21179-19	KP001503	9788849	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA21182-19	KP001506	9788852	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA28127-19	MH588624	9795797	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	1928-01-01	 	 	 	 	 	0.689918	37.9531	Coordinates from country centroid	 	Kenya	 	 	 	
GBMA28135-19	MH588632	9795805	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	2013-01-01	 	 	 	 	 	-6.35579	34.8183	Coordinates from country centroid	 	Tanzania	 	 	 	
GBMNE52823-22	MZ048971	16348391	Leopard2-H-COI-8.seq	 	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52832-22	MZ049418	16348400	Leopard1-H-COI-1.seq	 	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMTG2630-16	NC_018053	6961003	 	NC_018053	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	483217	Panthera leo persica	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMTG5133-16	NC_022842	6963506	 	NC_022842	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	263143	Panthera onca	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
ZSILG744-22	ZSILG_ZS-3348	15236887	ZS-3348	ZSILG_ZS-3348	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
CAR260-11	bPon34	1911851	 	bPon34	Pontificia Universidade do Rio Grande do Sul, Laboratorio de Biologia Genomica e Molecular	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	263143	Panthera onca	 	 	Eduardo Eizirik	 	 	 	 	 	 	 	 	see Eizirik et al. 2001, Mol. Ecol., vol. 10,  p. 65-79	3.85743	-53.3223	Coordinates from country centroid	 	French Guiana	 	 	 	
GBCHO2598-23	XR_006196891	19913428	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBCHO2905-23	XR_008419293	19913735	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBCHO2913-23	XR_008422005	19913743	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBCHO2921-23	XR_008422065	19913751	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBCHO2932-23	XR_008419294	19913762	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBGC15954-19	MH124097	10866218	STP176955	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBGC15958-19	MH124101	10866222	STP177075	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA18144-19	AY736589	9785719	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA18146-19	AY736591	9785721	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA18155-19	AY736600	9785730	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA21171-19	KP001495	9788841	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA21174-19	KP001498	9788844	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA21176-19	KP001500	9788846	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA21178-19	KP001502	9788848	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA28118-19	MH588615	9795788	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	51.083	10.4262	Coordinates from country centroid	 	Germany	 	 	 	
GBMNE52833-22	MZ049419	16348401	Leopard1-H-COI-2.seq	 	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE53837-22	MZ099443	16349405	 	MZ099443	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
ZSILG614-22	ZSILG_ZS-3016	15231382	ZS-3016	ZSILG_ZS-3016	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG751-22	ZSILG_ZS-3356	15236895	ZS-3356	ZSILG_ZS-3356	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF040-19	ZSI_2019_FI-33	10562486	MT-1337	MT-1337	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	Cub	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF083-21	ZSI-2021-FI-123_2B	14276328	ZSI-2021-FI-123_2B	ZSI-2021-FI-123_2B	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF121-22	ZSI-2022-FI-157(S1)	16661601	FI-157(S1)	ZSI-2022-FI-157(S1)	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF198-23	FI-225iv	18979871	MT6014	MT6014	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF216-23	FI-245iii	18979991	MT6522	MT6522	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
GBCHO2604-23	XR_006211602	19913434	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBCHO2906-23	XR_008419302	19913736	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBMA16178-17	KJ862199	8457352	S53	KJ862199	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA16182-17	KJ862183	8457356	S14	KJ862183	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA18136-19	KC834784	9785711	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA1905-09	FJ455122	1018099	FJ455122	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA20024-19	KP202269	9787694	 	 	Mined from GenBank, NCBI	BOLD:AAF4940	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA21165-19	KX655614	9788835	 	 	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA9668-15	KR132597	6170910	 	KR132597	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	taxon:29064	 	 	 	 	 	 	 	 	 	
GBMIN43457-14	KF892541	5109890	 	KF892541	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNA13470-19	EF551004	9630563	 	EF551004	Mined from GenBank, NCBI	BOLD:AAF4940	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE53825-22	MZ099232	16349393	 	MZ099232	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE53832-22	MZ099334	16349400	 	MZ099334	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE53839-22	MZ099445	16349407	 	MZ099445	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE53840-22	MZ099446	16349408	 	MZ099446	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE53841-22	MZ099447	16349409	 	MZ099447	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE53842-22	MZ099448	16349410	 	MZ099448	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE54679-22	ON377296	16350247	 	ON377296	Mined from GenBank, NCBI	BOLD:AAF4940	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Mongolia	 	 	 	
ZSILG625-22	ZSILG_ZS-2324	15231393	ZS-2324	ZSILG_ZS-2324	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
