processid	sampleid	recordID	catalognum	fieldnum	institution_storing	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	voucher_type	tissue_type	collectors	collectiondate	lifestage	sex	reproduction	extrainfo	notes	lat	lon	coord_source	coord_accuracy	country	province	region	exactsite	
GBMA18142-19	AY736587	9785717	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA1898-09	FJ461531	1017422	FJ461531	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA1899-09	FJ461530	1017423	FJ461530	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA19829-19	KF907306	9787499	 	 	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA21175-19	KP001499	9788845	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA28134-19	MH588631	9795804	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	1958-01-01	 	 	 	 	 	9.61029	8.14771	Coordinates from country centroid	 	Nigeria	 	 	 	
GBMIN43469-14	KF986480	5109902	 	KF986480	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	16.5173	105.913	Coordinates from country centroid	 	Vietnam	 	 	 	
GBMNE52831-22	MZ048979	16348399	Leopard3-B-COI-8.seq	 	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52843-22	MZ049429	16348411	Leopard2-H-COI-3.seq	 	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE53830-22	MZ099332	16349398	 	MZ099332	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
LAB006-23	WH-P1	17372151	WH-P1	WH-P1	Anhui Normal University	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	China	Anhui	 	 	
ZSILG238-21	ZSILG238-21	13841199	MT-1874	ZSILG238-21	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	23.5863	81.173	Coordinates from country centroid	 	India	 	 	 	
ZSILG577-22	ZSILG_ZS-1133	15204081	ZS-1133	ZSILG_ZS-1133	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG618-22	ZSILG_ZS-3399	15231386	ZS-3399	ZSILG_ZS-3399	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG642-22	ZSILG_ZS-1895	15231412	ZS-1895	ZSILG_ZS-1895	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG644-22	ZSILG_ZS-3048	15231414	ZS-3048	ZSILG_ZS-3048	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF070-21	ZSI-2021-FI-83i	13849581	FI-83i	ZSI-2021-FI-83i	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF213-23	FI-242	18979988	MTYYYY	MTYYYY	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSIWF214-23	FI-245i	18979989	MT6520	MT6520	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
CAR214-11	leopard2	1911456	 	leopard2	Parque Zoologico Sapucaia do Sul	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	Raquel Von Hohendorff	 	 	 	 	A	 	 	Check provenance - Country	Faecal sample from Zoo animal	-11.5246	-54.3552	Coordinates from country centroid	 	Brazil	 	 	 	
CBPPA011-17	CB_083	8527174	CB_083	CB_083	American Museum of Natural History	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	Feces	 	 	 	F	 	 	 	12.912	107.241	 	 	Cambodia	 	 	 	
GBCHO2599-23	XR_006196892	19913429	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBCHO2916-23	XR_008422048	19913746	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBCHO2922-23	XR_008422066	19913752	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBGC15966-19	MH124109	10866230	STP315741	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA18141-19	AY736586	9785716	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA18148-19	AY736593	9785723	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA18157-19	AY736602	9785732	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA18164-19	EF551003	9785739	 	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA28109-19	MG772937	9795779	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	1959-01-01	 	 	 	 	 	-0.628448	11.8394	Coordinates from country centroid	 	Gabon	 	 	 	
GBMA28119-19	MH588616	9795789	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	51.083	10.4262	Coordinates from country centroid	 	Germany	 	 	 	
GBMA4980-13	JF357971	3599686	JF357971	JF357971	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	670086	Panthera tigris corbetti	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNA13472-19	KP202262	9630565	 	KP202262	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52819-22	MZ048967	16348387	Leopard2-H-COI-4.seq	 	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52821-22	MZ048969	16348389	Leopard2-H-COI-6.seq	 	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52836-22	MZ049422	16348404	Leopard1-H-COI-5.seq	 	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GENG056-12	BIOMTWL-BLE-017	2617352	00-06B7-7411	00-06B7-7411	Gujarat State Biotechnology Mission	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	483217	Panthera leo persica	Snehal Bagatharia	DNA/Tissue Vouchered Only	Blood [BIOMTWL-BLE-017]	Bagatharia,S.B., Joshi,M.N., Pandya,R.V., Sharma,A.C., Patel,R.P., Jasmani,F.P., Panchal,O.V., Desai,S.M. and Saxena,A.K.	2011-07-13	A	 	S	 	 	21.542	70.4654	 	 	India	Gujarat	Saurashtra	Shakkarbagh zoo	
ZSILG578-22	ZSILG_ZS-1100	15204082	ZS-1100	ZSILG_ZS-1100	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG637-22	ZSILG_ZS-2388	15231406	ZS-2388	ZSILG_ZS-2388	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG658-22	ZSILG_ZS-1829	15231429	ZS-1829	ZSILG_ZS-1829	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG708-22	ZSILG_ZS-3226	15236849	ZS-3226	ZSILG_ZS-3226	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG712-22	ZSILG_ZS-3231	15236854	ZS-3231	ZSILG_ZS-3231	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG737-22	ZSILG_ZS-3338	15236880	ZS-3338	ZSILG_ZS-3338	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG746-22	ZSILG_ZS-3299	15236890	ZS-3299	ZSILG_ZS-3299	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
CBPPA006-17	CBPPa_006	8527169	CBPPa_006	CBPPa_006	American Museum of Natural History	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	Feces	 	 	 	M	 	 	 	12.891	107.372	 	 	Cambodia	 	 	 	
CBPPA010-17	CB_082	8527173	CB_082	CB_082	American Museum of Natural History	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	Feces	 	 	 	 	 	 	 	12.936	107.369	 	 	Cambodia	 	 	 	
GBCHO2596-23	XR_006196888	19913426	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBGC15945-19	MH124088	10866209	STP176686_1	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBGC15946-19	MH124089	10866210	STP176692	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBGC15960-19	MH124103	10866224	STP177090	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA16171-17	KU527901	8457345	 	KU527901	Mined from GenBank, NCBI	BOLD:AAF4940	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	50.3741	91.0882	 	 	Mongolia	 	 	 	
GBMA16172-17	KJ862204	8457346	S58	KJ862204	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA18153-19	AY736598	9785728	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA19830-19	KF776494	9787500	 	 	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA21169-19	KP001493	9788839	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA21173-19	KP001497	9788843	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA28123-19	MH588620	9795793	 	 	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	1836-01-01	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA9666-15	KJ508413	6170908	Malayan	KJ508413	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	taxon:9694	 	 	 	 	 	 	 	 	 	
GBMNC75139-20	MN124275	12483831	B51_LION 3 40116 ORPHANAGE	MN124275	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	2012-11-06	 	 	 	 	 	 	 	 	 	Kenya	 	 	 	
GBMNE52829-22	MZ048977	16348397	Leopard3-B-COI-6.seq	 	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52835-22	MZ049421	16348403	Leopard1-H-COI-4.seq	 	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52845-22	MZ099218	16348413	 	MZ099218	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE53834-22	MZ099336	16349402	 	MZ099336	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
SRAC257-16	DQ151551.1	7144088	DQ151551.1	DQ151551.1	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	57.5505	-98.4168	Coordinates from country centroid	 	Canada	 	 	 	
WBR010-11	WBRC04063	1838737	WBRC04063	0000104 E10	Wildlife Biological Resource Centre	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	Paul Bartels	 	 	Paul Bartels	2003-06-19	A	F	 	 	The Wildlife Biological Resource Centre	 	 	 	 	South Africa	Gauteng	Johannesburg	 	
WBR013-11	WBRC04330	1838740	WBRC04330	000643385E	Wildlife Biological Resource Centre	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	Paul Bartels	 	 	Paul Bartels	2003-10-13	I	F	 	 	The Wildlife Biological Resource Centre	 	 	 	 	South Africa	Gauteng	Johannesburg	 	
ZSILG576-22	ZSILG_ZS-640	15204080	ZS-640	ZSILG_ZS-640	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG581-22	ZSILG_ZS-1079	15204085	ZS-1079	ZSILG_ZS-1079	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
ZSILG634-22	ZSILG_ZS-3391	15231403	ZS-3391	ZSILG_ZS-3391	Zoological Survey of India	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	India	 	 	 	
CAR217-11	bPon104	1911459	 	jaguar3	Parque Zoologico Sapucaia do Sul	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	263143	Panthera onca	 	 	Raquel Von Hohendorff	 	 	 	 	A	 	 	probably from Brazil	Faecal sample from Zoo animal	-11.5246	-54.3552	Coordinates from country centroid	 	Brazil	 	 	 	
CBPPA014-17	CB_141	8527177	CB_141	CB_141	American Museum of Natural History	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	12.6992	105.04	Coordinates from country centroid	 	Cambodia	 	 	 	
GBAAW30887-24	PP527112	23999098	06FR	 	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBCHO2606-23	XR_006211604	19913436	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBCHO2909-23	XR_008420828	19913739	 	 	 	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Unrecoverable	 	 	 	
GBGC15936-19	MH124079	10866200	STP176505	 	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	462529	Panthera tigris altaica	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA16170-17	KX859291	8457344	MGL-161	KX859291	Mined from GenBank, NCBI	BOLD:AAF4940	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	741526	Panthera uncia	 	 	 	 	 	 	 	 	 	 	 	 	45.7118	92.631	 	 	Mongolia	 	 	 	
GBMA16177-17	KJ862188	8457351	S28	KJ862188	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA16180-17	KJ862186	8457354	S23	KJ862186	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	38.0733	104.691	Coordinates from country centroid	 	China	 	 	 	
GBMA21170-19	KP001494	9788840	 	 	Mined from GenBank, NCBI	BOLD:AAD6819	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73482	Panthera leo	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMA9665-15	KJ508412	6170907	WEFCOM	KJ508412	Mined from GenBank, NCBI	BOLD:AAC3048	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	 	 	 	 	 	 	 	 	 	 	taxon:9694	 	 	 	 	 	 	 	 	 	
GBMND19944-21	MW052855	12797049	SC10	 	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52822-22	MZ048970	16348390	Leopard2-H-COI-7.seq	 	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52828-22	MZ048976	16348396	Leopard3-B-COI-5.seq	 	Mined from GenBank, NCBI	BOLD:AAB8333	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE52837-22	MZ049423	16348405	Leopard1-H-COI-6.seq	 	Mined from GenBank, NCBI	BOLD:AAD6820	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73504	Panthera pardus	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE53823-22	MZ099230	16349391	 	MZ099230	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
GBMNE53828-22	MZ099235	16349396	 	MZ099235	Mined from GenBank, NCBI	 	18	Chordata	62	Mammalia	260	Carnivora	1420	Felidae	73480	Pantherinae	73481	Panthera	73508	Panthera tigris	415354	Panthera tigris tigris	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
